id,en,cn,class
4054,I also have a card with Industrial and Commercial Bank of China.,我也有一张工商银行的卡。,2
4083,"I just canceled my online banking and mobile banking, then I encountered the following issue.",我刚刚注销了网上银行和手机银行，然后遇到了下面这个问题。,2
4093,When can I expect to receive this? There hasn't been any progress at all...,我大概什么时候能收到这个？一点进展都没有……,2
4096,"Wow, the platinum card has these benefits? My gold card only comes with a ""Happy Birthday"" message. I should have signed up for a platinum one.",哇，白金卡居然有这种福利？我的金卡只有一句“生日快乐”。早知道我就办个白金卡了。,0
4097,You can apply quickly. The credit report is checked only once a day.,你可以快点申请，一天只查一次征信。,2
4100,What qualifications do you have? Can you share a bit? I’m interested in applying for this credit card as well.,你有什么资格吗？可以分享一下吗？我也想申请这张信用卡。,2
4107,"I don't know the code either, so I just let the financial manager download their e-service app to apply.",我也不知道代码，所以就让理财经理下载他们的e服务客户端来申请。,2
4108,"Generally, institutions within the government system or Fortune 500 companies, with mid-level management and above, would have a salary of around 500,000 a year. Would the credit limit be low?",一般来说，体制内企业或者世界500强的中层管理人员以上，年薪在50万左右。这样额度会低吗？,0
4112,Having a provident fund would be better.,有公积金的话会更好。,2
4119,My personal profile contact address? I just took a look at my information and it seems to be messed up. I'm starting to suspect that the reason I got rejected instantly for e-installment a few days ago was because my address got mixed up when I applied for a savings card. ,我的个人资料联系方式？我刚查看了一下自己的信息，发现好像乱了。我开始怀疑前几天我申请e分期时被秒拒，是因为我办储蓄卡的时候地址搞混了。,2
4133,"The approval is likely to take about half a month. I don't have an ICBC savings card, and it's been over ten days since I applied with no update.",审批大概率需要半个月。我没有工行的储蓄卡，申请了十几天了，还是没有动静。,2
4139,"The first credit card I obtained from ICBC was an installment card, which had a limit of only 10,000. After that, I applied for a Junhun card, which increased my limit by another 10,000, effectively bringing it to 20,000 through indirect means. You can't use E-installment if the limit on your installment credit card is less than 10,000. My wife's first card from ICBC had a limit of 30...",我在工行办理的第一张信用卡是一张分期卡，额度只有1万。后来我又申请了一张军魂卡，又提高了1万的额度，这样算是曲线把额度提升到2万了。分期信用卡的额度如果不到1万是不能办理E分期的。我媳妇的工行首卡额度是30……,2
4143,No credit inquiry is made; it simply utilizes the credit card limit.,不查征信，只是占用信用卡的额度。,2
4149,"ICBC's limit is too low, dragging down the average limit. I applied in August and activated it in September. To increase the limit, I have to wait at least a few more months. I applied for the Infinite Platinum card in October, but the limit is shared. A few days ago, I just canceled the Platinum card...",工行的额度太低了，拉低了我的平均额度。我八月份申请，九月份激活。要提高额度至少还得等几个月。我十月份申请了无界白金卡，但额度是共享的。前几天我就把白金卡注销了…,2
4165,"I have never had any interaction with the Bank of China, do not possess any cards from them, and I currently hold credit cards from four other banks: China Merchants Bank, China Everbright Bank, China Construction Bank, and Industrial Bank, with a maximum limit of 50,000. Now I want to apply for a platinum EMV card...",我与中国银行没有任何交集，没有他们的卡，当前有招行、交行、建行和兴业这四家银行的信用卡，额度最高为五万。现在我想申请一张白金EMV卡……,2
4185,"Wow, the four major banks are the toughest to deal with, but has the Bank of China, the toughest in the homeland, also become like this?",哇，四大银行真是最难打交道的，难道连天朝最难缠的中行也变成这样了吗？,0
4190,"I currently have over 900,000 points. I'm also considering whether I should start redeeming some of them. :o",我现在还有90多万积分，正在考虑要不要开始用一些了。:o,2
4192,Is Alipay more popular than WeChat?,支付宝比微信更受欢迎吗？,2
4199,Don't use your own phone number for this; are you trying to scam?,你别用自己的手机号，这是什么意图，想诈骗吗？,0
4201,"This is a polite refusal; if it were approved, the approved limit would be informed via text message.",这算是婉拒了，如果真审批通过的话，会通过短信告知额度的。,2
4204,"I applied for several mobile cards back in college, but I never properly closed the accounts. Eventually, they all fell into arrears and got suspended, and later on, they blacklisted me.",我上大学的时候办过几张手机卡，但都没有正常销户。后来都欠费停机，最后也就被拉黑了。,0
4210,"Overdue on a reduced limit, can't perform?",降额逾期，不能行动？,2
4212,Bank of China typically executes after a few months of overdue payment.,中国银行一般在逾期几个月后会采取执行措施。,2
4215,"When I called to file a complaint on Friday, I requested the remaining personalized installment payments.",我周五打电话投诉的时候，要求剩余的个性化分期付款。,2
4219,All the other shady banks have been closed.,其他不靠谱的银行都已经关门了。,0
4221,"I feel the same way; I applied in the early hours last night. If I get rejected, I should receive a text before 9:30.",我也是，昨晚凌晨申请的，如果拒绝的话，应该会在9:30之前收到短信。,2
4225,"I couldn't find the application status yesterday morning, so I called customer service and they confirmed it was approved. I was worried about it yesterday.",我昨天早上找不到申请的状态，就打电话给客服，他们确认申请通过了。昨天我还挺担心的。,2
4231,"Are points from Bank of China valuable? 36 yuan for 30,000 points seems like a good deal, but it appears that you can't exchange points for mobile recharge anymore. ",中国银行的积分值钱吗？用36块钱换30000积分似乎不错，但好像现在不能用积分换话费了。,2
4234,ICBC 1k ~ 50k ~ 65k,工行 1千到5万再到6.5万,2
4237,"The oil trading platform may have suffered a significant blow, leading to a reduction in marketing expenses.",原油交易平台可能遭受了重大打击，导致缩减了营销费用。,0
4239,You can just link your WeChat with the card number.,用卡号直接绑定微信就可以了。,2
4240,Check the activation card number and activate it on WeChat; bind the card number directly on WeChat. ,查看激活卡号并在微信上激活；直接在微信上绑定卡号。,2
4253,Is there really anyone who deposits money into a credit card? How does that compare with various investment options offered by a savings account?,真的有人会往信用卡存钱吗？这样跟储蓄卡的各种理财产品比起来，怎么样呢？,2
4262,Is it a loan after checking the credit?,查完信用后还是贷款？,2
4264,"I saw this after 12 o'clock. The fixed recommendation has changed from 13 to 11, and the temporary recommendation has changed from 16 to 14. The limits are all quite high.",我12点之后看到的，固定推荐从13变成了11，临时推荐从16变成了14，额度都挺高的。,2
4265,"Have my bills decreased recently? I reduced my spending in April and May as recommended, but my expenses were higher in June, and the recommendation still hasn’t increased this month. I can’t figure out if it’s related to how much I spend.",最近我的账单少了？我四月和五月的消费按照推荐减少了，但六月份的消费却增加了，这个月的推荐依然没有提高。我搞不清楚这是否和消费金额有关。,2
4282,Is this method feasible? I also plan to go to the bank to apply for an account.,这个方法可行吗？我还打算去银行申请一个账户。,2
4287,"I personally believe that this is just my opinion and it doesn't represent others. It's like having a general among the disabled; ultimately, it's all inferior material, and there are still those at the bottom of the hierarchy.",我个人认为这只是我的看法，并不代表其他人。这就像在残疾人中有将军一样；最终，都是一些劣质的东西，还有一些鸡头的存在。,2
4301,"Are you a high-ranking institution? With just an ID card and a business card, you’re already giving such a high limit... I’m impressed, really impressed...",你们真的是高端单位啊？仅凭身份证和名片就能给出这么高的额度……我真是佩服佩服……,2
4306,"Dear Customer, welcome to become a five-star user of ICBC.",尊敬的客户，欢迎您成为工行的五星用户。,2
4318,"The limit is set at 19K, but if I don't fill in 23K, is this amount from ICBC acceptable?",额度修到19K，不填23K，那工行这个额度可以吗？,2
4338,"I went to Industrial and Commercial Bank too, applied for 570,000 with 10 banks, but couldn't get approved no matter what!",我也是去工行，申请了57万，找了10家银行，怎么申请都没通过！,0
4341,"I guess there are too many numbers for Line 8, and the total amount is also a bit high.",我觉得8号线的数量有点多，总金额也偏高。,2
4344,"I'm really scared that my second card will be rejected, even though I haven't applied for it yet.",我很担心我的第二张卡会被拒，尽管我还没申请。,2
4351,It's not easy for the Bank of China; what qualifications does the OP have?,中行真不容易，楼主有什么资质呢？,2
4367,I made another deposit on the 18th and then made a purchase.,我在18号又存了一笔钱，之后又消费了一下。,2
4396,It seems that mobile banking is going to primarily promote the mobile shield and the SIM shield.,看起来手机银行要主要推广手机盾和SIM护盾。,2
4398,Why is the cash flow so large?,为什么现金流这么大？,2
4419,"If the bank sends you a text around 12:25 PM, it means you have a chance! If you receive a text around 9 AM or 5 PM, it generally means you don't stand a chance!",如果银行在中午12点25分左右发短信给你，说明你还有希望！如果是在上午9点或下午5点收到短信，那基本上没戏了！,2
4424,Another one from the Industrial and Commercial Bank...,又是来自工行的评论...,2
4433,There's no need to sell before the dividend payout.,没必要在分红前就卖掉。,2
4434,"The dividend will be deducted from the stock price, so you won't see a 6% gain until the price rebounds to 3.3.",分红会从股价中扣除，所以你要等到股价回升到3.3才会看到6%的收益。,2
4437,"Is unified lending not a provisional loan? I’m not really sure; a provisional loan is different, as deposits earn interest, but it seems like...",统一借贷不是一种临时贷款吗？我不是很确定；临时贷款是不同的，因为存款可以获得利息，但感觉好像…,2
4450,"Are you still there? I have an ICBC card from 2011. I reported a bad credit entry in 2014. Today, I paid it off, and they helped me fill out a personal credit dispute application. Once it gets updated, will I be able to clear my credit history immediately? ... ",你还在吗？我有张2011年的工行卡，14年报过一次坏账。今天我把它还清了，他们还帮我填了个人征信异议申请。这一更新后，我是不是就能立马清白了？...,2
4457,It's probably not about holding a grudge. You can apply again after some time; taking a step back will help.,这应该不是记仇，过段时间再申请，放宽心会更好。,2
4462,"Most of the merchants listed are clothing stores, and there is also a transaction at a wellness center. This seems like a case of overspending, right? The credit limit should increase pretty soon. ",列出的商户大部分是服装店，还有一笔是在保健馆。这看起来确实是多花了吧？额度应该很快就能提升了。,2
4463,"I used Lakaala today, and it showed a transaction failure with code 62 for an amount of 48,000. What's going on?",我今天用拉卡拉刷卡，显示62的交易失败，金额是四万八。这是怎么回事啊！,2
4466,You only show up on the credit report once you borrow money.,你借款后才会上征信。,2
4468,"The credit report should only show loan approvals, not the loans themselves. If it does show the loans, it will be difficult for me to increase the limits on my other credit cards.",征信报告应该只显示贷款审批，而不应显示具体的贷款。如果显示了具体的贷款，我其他的信用卡额度就很难提高了。,2
4478,What's the point of having a second card? It's simply just about scanning for six thousand every month. It's easy.,要第二张卡有什么意义？无非就是每个月扫码六千而已，挺简单的。,2
4480,"The Bank of China app has this card listed under card activation. If you go to activate it, you can view the complete card number, take a screenshot to save it, and then activate it through the WeChat official account.",中国银行的APP里可以找到这张卡，在激活的时候可以看到完整的卡号，记得截图保存，然后通过微信公众号去激活。,2
4489,"I firmly resist. The Bank of China is now urging me to repay, but I've only been given a credit limit of 10,000.",我坚决抵制。现在中国银行催我还款，可我只有一万的额度。,2
4496,The application for the second card online does not check credit history and is approved instantly.,二卡网申不查征信，秒批。,2
4498,It's not bad since it's delivery work; the credit limit increases quite quickly.,还不错，毕竟是做外卖的，额度上升得很快。,2
4502,The daily enjoyment plan offers higher returns than the seven-day plan.,乐享天天的收益比乐享七天的要高。,2
4506,"Credit card approval is definitely a pre-approval process, while credit limit increases are part of post-approval management.",信用卡审批肯定是前期流程，而提额则属于后续管理。,2
4514,Is Bank of China really that appealing?,中国银行真的那么吸引人吗？,1
4517,"I have been getting rejected for the past two months after activation, so...",激活后这两个月我总是被拒绝，所以…,2
4518,ABC Essence / China Eastern Airlines White_100k,农业银行精粹/东航白_10万元,2
4521,What are the requirements for the Fudan University in-service certificate?,复旦大学在职证书需要什么条件？,2
4525,The Agricultural Bank's first online application for the No-Boundary Card was approved instantly.,农行的首张网上申请的无界卡秒批通过了。,2
4533,"Don't listen to those who speak nonsense; can you really just ignore this? If you ignore it, all your credit cards will be affected, and you will face complete financial ruin.",别听那些胡说八道的人，这件事真的能不管吗？如果不管，你所有的信用卡都会受到影响，到时候可就惨了。,2
4551,"I can't pay the money back, so whatever happens, happens.",我还不上钱，随便吧，爱怎么着怎么着。,2
4553,"I didn't invest; the funds are already losing money. Even if I had, it wouldn't have made a difference.",我没有投资，基金已经亏损了。就算我投资了也没什么区别。,2
4554,"Do you have a mortgage with Agricultural Bank? I noticed you mentioned earlier that you are unemployed. If you have a mortgage, it's better not to have any overdue payments on the bank loan, especially since this is a case of principal overdue.",你是农行按揭房吗？我注意到你之前说你没有工作。如果你有按揭房，最好不要在银行贷款上逾期，特别是你这是本金逾期的情况。,2
4555,"When you call to explain your situation, they usually offer some grace period. It's quite considerate of them.",打电话说明情况时，他们一般都会给出一定的宽限期，这真的很有人情味。,2
4565,The Agricultural Bank doesn't offer credit cards.,农行是没有信用卡的。,2
4578,The limit will likely be higher if you own a 2020 model car.,如果你名下有一辆2020年的车，额度可能会比较高。,2
4579,"I wasn't working when I applied for the Agricultural Bank, but it was easy to get the Dream White loan.",我在申请农行的时候也没上班，但申请燃梦白贷款很顺利。,2
4582,"I started with 3.67 and now it's 4.26. There is a 30-day grace period, China Merchants Bank, for reference.",我开始时是3.67，现在是4.26。宽限期是30天，招商银行，供参考。,2
4588,"Some people don’t get a second card for the show, while others pass it along the next day. Do you have the script? You won't know until you try.",有的人没有得到第二张剧卡，而有的人则隔天就传了一遍。你有剧本吗？试了才知道。,2
4599,What did you do about it later? I encountered a similar situation and I'm a bit worried now.,后来你是怎么处理的？我也碰到过类似的情况，现在有点担心。,2
4602,Is there a delay in credit reporting?,征信会有延迟吗？,2
4609,It's also a mortgage from Agricultural Bank.,也是农行的房 mortgage。,2
4613,"What areas are available? I can't even get things done in Beijing, it's so stressful.",什么地方可以办理呢？我在北京都办不了，真的是太焦虑了。,2
4614,"Rest assured, ICBC will deduct the amount the next morning; if it’s on the weekend, the deduction will be postponed.",放心，工行会在第二天早上扣款，如果是周末的话，就会延期处理。,2
4622,It's foolish to keep the Agricultural Bank's account statements.,傻傻地养着农行的账单。,2
4624,Are you a customer of the Old Farmer's Home Loan?,你是老农房贷的客户吗？,2
4636,"The correct answer is that with the fixed amount, I still can't withdraw most of it. The rules are no longer the same as two years ago; they keep changing.",正确的说法是，固定金额还是提不了大部分，已经不是两年前的规则了，规则一直在变。,2
4638,Old farmer: They won't let go of such minor issues; Agricultural Bank is really stingy.,老农：这点小问题都不放过，农行真的是太小气了。,2
4645,"Bro, could you check with customer service to see exactly where the process is? I'm getting really anxious waiting.",哥们，你能问问客服具体进展到哪一步了吗？我等得有点焦虑。,0
4647,"I previously had a ""You Ran Bai"" card with a limit of only 5,000, so I canceled it. Now that I re-applied, my status is currently pending.",我之前有一张“悠然白”的卡，额度只有5000，所以我把它销了。现在我重新申请，状态还是待处理。,2
4648,"I asked customer service about my application, which has been stuck at the branch for 14 days without being reported. I didn't go to the branch myself, and it’s still pending. Once it was reported, it was approved in just a few hours, and it was only for 5k... The branch still treats this like it's a big deal...",我问了客服，关于我的申请，在支行压了14天都没上报。我没有亲自去网点看，结果还在那卡着。一上报，几个小时就批下来了，才5千…网点却还是这么悠闲地当成大事来处理…,2
4663,"The 56-day interest-free period mentioned on the official website, for example for airline credit cards, should also apply as a long interest-free period, right?",官网上提到的56天免息期，比如航空信用卡，应该也是适用于长免息期吧？,2
4667,I have never used a credit card. , 我从来没用过信用卡。,2
4669,"The interest-free period varies by card type. For the Shenyouran White card, it's definitely 56 days.",免息期根据卡种不同。对于申悠然白卡，绝对是56天。,2
4672,Leisure White for 56 Days,悠闲白，一个有56天的期限,2
4674,The four major banks and Postal Savings Bank are all frustratingly unreliable.,四大银行和邮政储蓄银行都是让人无奈的选择。,2
4700,"The qualifications are not good, so the limit is low.",资质不行，所以额度就不高。,2
4703,Where can I check? I've been waiting for a long time too.,我在哪里可以查看？我也等了很久了。,2
4704,Hengfeng Bank rejected me instantly.,恒丰银行一下子就拒绝了我。,2
4708,"People without any documentation—does that mean they are part of the system? Otherwise, how could you apply? That's really pitiful.",没有任何证件的人—这是不是意味着他们是体制内的人？否则你怎么能申请？真让人心疼。,2
4714,Where did you apply for this? It's so impressive!,你在哪里申请的，这么给力啊！,2
4718,I tried the teeth cleaning service today. It was really good.,今天我体验了洗牙服务，真的很好。,1
4725,Did you ask the card representative? I'm anxiously waiting.,你有没有问问卡片的工作人员？我在焦急地等着。,2
4727,"I inquired but received no response, so forget it. I'm switching to ICBC.",我问了，但没有回复我，所以算了。我换回工商银行。,2
4728,"I asked, and he said the Elite White card is quite slow; I'm really frustrated.",我问了，他说精英白卡的速度很慢，我真是无奈。,0
4738,"Waiting for a call; the results will probably come the day after tomorrow. If it's not entered, I don't know how long it will take. This bank is unreliable.",在等电话，结果可能后天才会出来。如果还没录入，我也不知道要等多久。这个银行真不靠谱。,0
4743,Did you find it? I have now found it and displayed the entry.,你找到了吗？我现在已经找到了，并且显示了条目。,2
4750,The bank opens accounts directly without much questioning; that's how SPD Bank operates.,银行基本不问就直接开卡，浦发就是这样的。,2
4756,"Some people are taking loans from Minsheng Bank in amounts of 90,000 to 100,000 and waiting for two months to reduce their liabilities before applying again.",有人在民生银行申请了9万到10万的贷款，然后会等两个月降低负债，再申请。,2
4758,"I asked the card representative, and they said Minsheng Bank doesn’t have restrictions on the number of credit cards; even with more than ten cards, you can still get approved.",我问过办卡的工作人员了，他们说民生银行对信用卡的数量没有限制，十张以上也能申请到卡。,2
4768,"Don't activate accounts outside of prefecture-level cities?? In some places, even counties without branches require going to the city for activation.",在地级市外根本不激活账户？？有些地方县里没有网点，必须去市里才能激活。,2
4777,"Minsheng didn't pass, so what about Industrial Bank? ",民生银行没有通过，那兴业银行怎么样？,2
4780,"Basically missed out, and it won't be approved in the future either. Just give it up.",基本错过了，以后也不会批准，放弃吧。,0
4785,"QB doesn’t have a split payment option, but Q has it. I’ve personally tested it with my own funds, and it works well.",QB没有分期付款功能，但是Q有。我亲自用自备的资金测试过，效果很好。,2
4794,"I want what I can't have, yet both of you have it.",我想要的我却得不到，你们俩居然都有。,2
4800,"How did you activate it, OP? I've also been approved for the limit but I'm unsure how to activate it for use.",楼主，你是怎么激活的？我也有额度，但不知道怎么激活来刷。,2
4805,"Focus on yourself, there's no need to compare your limits with others.",关注自己，不需要和别人比较额度。,2
4822,Wow? You are amazing! Where did you find that information? What about the face-to-face interview? If the home visit wasn't completed...,哇，你真厉害！你在哪里找到这些信息的？面签呢？如果上门拜访没有完成的话……,2
4831,The process is straightforward; just follow the credit inquiry. The prefix is no longer needed; fill out a form to activate at the counter.,过程很简单，按征信来就行，前缀不用了，去柜台填一张表单激活就可以。,2
4834,Who would dare to give you a guarantee...? Are you out of your mind?,谁敢给你保证呢…你是疯了吗？,0
4843,"It's fine to give it a try when refueling. It's a co-branded card. Don't worry, you won't be charged for nothing; rest assured.",加油的时候试试也没什么关系。这是一张联名卡。别担心，不会无缘无故扣钱的，放心吧。,2
4873,Just bought a U宝 today.,今天刚买了个U宝。,2
4878,"You used the full amount of your credit card, and your principal installment decreases every month, leaving you with little money afterward.",你刷了信用卡的全额，分期本金每个月减少，之后基本上没什么钱用了。,2
4890,Guangfa Water White and Water Black 3P , 广发水白和水黑3P,2
4899,"The salesperson came to my door to handle the transaction, which was very convenient.",业务员上门来处理事务，真是非常方便。,1
4912,You still need to make an appointment with Minsheng Bank.,民生银行还是需要预约的。,2
4917,Have you closed your account before? It won't work if you have canceled it.,你以前销过卡吗？如果注销过的话就不行了。,2
4929,"Where did you apply, and did you activate it in Zibo?",你是在哪申请的，去淄博激活的吗？,2
4931,Where can I file a complaint? Which city are you in?,我可以在哪里投诉？你在哪个城市？,2
4936,I also applied on Friday. Did you receive it? I'm really worried.,我也是周五申请的。你收到了吗？我很担心。,2
4957,"The amount has increased, thank you for letting me know.",金额增加了，谢谢你告诉我。,2
4960,Is it really going to take so long? I want to resolve this as soon as possible.,真的要拖那么久吗？我希望尽早解决这个问题。,0
4968,How about we apply together at the beginning of next month? I need to apply for Minsheng and Guanye on April 5th.,要不我们下个月初一起申请？我在4月5日要同时申请民生和关业。,2
4975,Should I apply directly online or use the Easy Installment plan?,我应该直接网上申请还是使用全民分期易呢？,2
4976,How do I apply for the Universal Installment Plan?,我该如何申请全民分期易？,2
4981,"The sales staff is limited. Would it be better to apply through the app? Estimating in stages may still be useful. Let's give it a try. Is this the second batch? Don't hesitate, take action yourself. Should we apply together at the beginning of next month? On April 5th, I want to apply for both Minsheng and customs clearance at the same time. I’d like to try the staged process...",业务员不多。通过应用程序申请会不会更好？分阶段估算可能还是有用的。试试看吧。这是第二批吗？别犹豫，自己动手。我们下个月初要一起申请吗？4月5日，我想同时办理民生银行和通关。想尝试分阶段的流程……,2
4984,"Applied for the Minsheng No. 1 Card online with a limit of 40,000.","在网上申请了民生第一卡，额度40,000。",2
4985,"I can't find it. There's nothing specific, it's all a mess.",我找不到，没什么具体的，完全乱套了。,2
4988,"The credit card limit was 30,000 yuan in 2019, and the card was canceled in December 2020, then canceled again in December 2021.",2019年的信用卡额度是3万元，2020年12月注销，2021年12月又注销一次。,2
4996,"The withdrawal from Minsheng Bank is relatively easy; you can increase your limit by simply making more transactions, and their risk controls are quite relaxed.",民生银行的提现相对容易；你可以通过多刷卡来增加限额，他们的风控也比较宽松。,1
5002,Is the longest interest-free period for Minsheng only 48 days?,民生的免息期最长才48天吗？,0
5009,Your signature is missing; does that mean it’s been canceled? I think I need to close the account.,你的签名不见了，这是不是意味着它被注销了？我觉得我需要注销这个账户。,2
5035,The way you're using the card seems off.,你刷卡的姿势好像有问题。,2
5036,"If it weren't for Minsheng being durable, I would have canceled it. No matter how I use it, I don't get any calls. It doesn't feel valuable, and they don't increase my limit, so it is what it is.",如果不是因为民生的服务还挺耐用，我早就注销了。用再多也没电话来。感觉不值钱，也不提额度，就这样吧。,0
5060,"The most frightening aspect of people's livelihoods is the doubling of credit limits; otherwise, some individuals enjoy very low interest rates.",人们生活中最可怕的就是授信额度翻倍了，否则有些人的利率是非常低的。,0
5061,"This loan won't kill you, and you won't spend a dime.",这种贷款不会让你陷入困境，也不会花费你一分钱。,2
5062,But not having money is actually quite nice.,但是没有钱反而挺不错的。,2
5069,Can someone respond to me? Deaf people don't call the credit card center.,有人能回复我吗？聋人不打信用卡中心。,2
5104,No wonder no bank mentioned anything after borrowing cash from Minsheng for eight months.,难怪从民生银行借了款后，八个月来都没有哪个银行提起过。,2
5105,Really? Now there are options for borrowing money and installment billing.,真的吗？现在有借钱和分期付款的选项了。,2
5120,"I submitted my request two months ago, and Ping An has been quite fast with the response.",我两个月前提交了申请，平安的反应还挺快的。,1
5127,"I opened the account at the beginning of June last year and haven't even seen a temporary credit limit, let alone a fixed limit. ",我去年六月初开通的账户，到现在连临时额度都没见过，更别提固定额度了。,2
5155,"I haven't activated it yet since I'm in a different location, and this situation came up. ", 我还没去激活，因为我在异地，正好遇到这个情况。,2
5159,"I applied online for a quick loan of 49,000 a few days ago, and I immediately received a text message confirming that my initial review was approved. Now the card has been issued with the same limit as the initial review.",我前几天网申请了49000的秒批贷款，马上收到了初审额度通过的短信，现在下卡的额度就是初审的额度。,2
5161,"After making the selection, it will only synchronize the next day, and I don't have any exclusive limit. ", 点完之后，只有第二天才能同步，而且我没有任何专享额度。,2
5172,"I also feel ignored; after years of no response, I've given up the struggle.",我也是被忽视了，几年都没回应，已经放弃挣扎。,2
5173,Paying off the installment plan really makes me think I might need to switch to a different card type.,还完分期付款后，我真的在考虑要换一种卡了。,2
5174,"What can I do to increase my credit limit? Haha, I haven't seen any change in years—at least three. I haven't used my card much either.",我该怎么做才能提额呢？哈哈，我几年都没变过，至少有三年了。我卡也没怎么用。,2
5177,"The card was issued nearly two years ago, but I haven't withdrawn a single cent. The thirty thousand feels like a trap.",这张卡快两年了，我一分钱都没有取出来，三万块真的像个陷阱。,0
5185,"The 30,000 credit limit was instantly approved but unexpectedly put into a suspense state; the 30,000 limit from Minsheng is quite mysterious.",3万的信用额度立即通过却被放入黑屋状态，民生的这3万额度真是让人摸不着头脑。,0
5200,How many transactions should I make on my Minsheng card?,我在民生卡上刷多少笔比较好？,2
5202,"I deposited money on the same day and withdrew 90% of it right away. The next day, I continued to withdraw the rest, leaving around 2000 yuan for actual spending!",我当天存了钱，立刻取出了90%。第二天我继续取光了剩下的，只留下了大约2000元的真实消费！,2
5204,"Minsheng Bank requires quick responses, it's exhausting.",民生银行需要快速反应，真是累。,0
5206,The bank is favorable towards increasing your credit limit the more you use their services.,银行很喜欢你多消费，这样就能提高你的信用额度。,2
5211,"I stopped using it for two years, but I'm ready to get back into it. Do you have any good suggestions? Will the credit limit be the same as before?",我停用了两年，准备重新开始使用。你有什么好的建议吗？额度会和之前一样吗？,2
5222,It's been 15 months since I last withdrew.,我已经15个月没提取了。,2
5223,The curve is not favorable... there might still be a chance for offline applications below fifty thousand.,曲线不太理想……在五万元以下线下申请还有可能。,2
5234,I don't mind; this is just how my Construction Bank operates. , 我不在乎，反正我的建行就是这样的。,2
5238,"I wrapped up with Minsheng, and today I put all my money in a lump sum to buy a house. I also got close to 100,000 in credit card debt. But I'm thinking of trying something different soon; I won’t have to deal with a mortgage anymore, and my credit won't be scrutinized as much.",我跟民生的事情结束了，今天把所有的钱都一次性用来全款买房了。还欠了近10万的信用卡债。不过我近期想试试其他的方式，不用再办理房贷，征信方面也不用那么紧张了。,2
5251,"I had 50,000 for a year, and I just withdrew 5,000 yesterday. With a 10% increase, the rate of this withdrawal is quite slow.",我有五万块存了一年，昨天才提了五千，这10%的幅度，提额的速度真是慢。,2
5252,"I haven't encountered any issues. My transactions have all been with ICBC, Agricultural Bank, China Merchants Bank, and Bank of Communications, and I've received the funds successfully.",我没有遇到过问题，我的交易都是跟工商银行、农业银行、中国招商银行和交通银行进行的，款项都顺利到账。,2
5259,"Your card situation is slightly better, but for me, managing eleven lines has become even more challenging. Previously, when it was reduced from fifteen lines to eight, now there's a trend of it bouncing back again...",你的卡情况稍微好一点，但对我来说，管理十一行变得更困难了。之前从十五行减到八行，现在又有反弹的趋势……,2
5262,"We're pretty much in the same boat. I have about 20 cards, and last year I just went for a full set for renovations, but I regret it; it would have been better to get a renovation loan. It’s quite a hassle to juggle everything... So now it's even harder to simplify things. I need to keep enough credit available in case one of the banks suddenly makes a big move. 

", 我们差不多，我大概有20张信用卡。去年装修的时候直接全套地办了卡，结果有点后悔，装修贷可能会更好解决。这些卡弄来弄去确实挺麻烦的……所以现在更不好精简，得留足够的额度，以防哪个银行一下子抽风要我花大钱。,2
5275,"Embracing diverse consumption will bring opportunities. TX is integrating online shopping, daily bill payments (such as phone bills, water bills, electricity bills, and gas bills), and everyday QR code payments, allowing...",坚持多样化的消费方式会带来机会。TX正在将网购、日常缴费（例如话费、水费、电费和燃气费）以及日常扫码支付结合起来，让……,2
5277,"The more you use it, the more chances you’ll have to get a credit limit increase in no time.",多用你的信用卡，提额的机会很快就来了。,2
5279,"Typically records 3 or 6 months of statements, tries every few days, but sometimes forgets, and the system retrieves automatically.",一般会记录三到六个月的账单，每隔几天尝试一下，有时候会忘记，系统就会自动提取。,2
5293,"The OP should file a complaint directly with the Banking Regulatory Commission, instead of wasting time arguing with Minsheng Bank.",楼主直接向银监会投诉，别跟民生银行争论了。,0
5299,"Pay off the debt first, then fight to the end. Is a person's credit worth only 3,000 yuan?",先还清债务再说，难道一个人的信用就值三千块吗？,2
5305,"Complaining and whining about being broke, sharing his situation! Now they are not allowing him to pay back, nor are they suing him. He wants to know when he can save enough money to pay it all back at once and have all the debts forgiven.",抱怨并哭穷，说说自己的情况！现在他们不让他还款，也不打算起诉他。他想知道什么时候能存够钱一次性还清所有债务并获得减免。,2
5313,"In the context of regulatory guidance urging banks to accurately disclose bad debts, fully provision for them, and intensify efforts in disposing of non-performing assets, last year Minsheng Bank made provisions.",在监管引导下，要求银行真实暴露不良资产、足额计提拨备，并加大不良资产处置力度的背景下，去年民生银行进行了计提。,0
5319,"Postponed by about 20 days, so at least it's giving some time. The transportation aspect is quite reasonable.",延期大约20天，这算是给了点时间吧，交通方面还挺人性化的。,1
5357,What is the Installment Magic? Can you still do it now?,分期大法是什么？现在还可以做吗？,2
5362,Which app is this operation performed on?,这是在哪个APP上操作的？,2
5377,"I haven't withdrawn my 24k limit for over a year, so I guess this is how it will be.",我一年多没提取我的2.4万额度，所以我想这就是现状了。,2
5378,"I received it on the 27th, and even after so many days, I still haven't been able to withdraw. It feels like there's no hope for a limit increase.",我27号收到了，到今天已经多天了还是没有提取，感觉提额的希望渺茫了。,2
5387,Is there no fee for early repayment?,提前还款是没有手续费的吗？,2
